Statistical profiling result from isolate-0x7f8088008000-8291-v8.log, (9266 ticks, 17 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: *isStatementKindButNotDeclarationKind /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:13058:50
      1    0.0%    0.0%  LazyCompile: *isStartOfType /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:30884:31
      1    0.0%    0.0%  LazyCompile: *isRelatedTo /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:58621:33
      1    0.0%    0.0%  LazyCompile: *isObjectLiteralType /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:62298:37
      1    0.0%    0.0%  LazyCompile: *isNodeArray /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:12448:25
      1    0.0%    0.0%  LazyCompile: *isModifierKind /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:12519:28
      1    0.0%    0.0%  LazyCompile: *isLiteralPropertyName /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29343:39
      1    0.0%    0.0%  LazyCompile: *isListTerminator /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29589:34
      1    0.0%    0.0%  LazyCompile: *isListElement /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:29454:31
      1    0.0%    0.0%  LazyCompile: *isLineBreak /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:9555:25
      1    0.0%    0.0%  LazyCompile: *isKeyword /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:16151:23
      1    0.0%    0.0%  LazyCompile: *isInParameterInitializerBeforeContainingFunction /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:65205:66
      1    0.0%    0.0%  LazyCompile: *isIdentifierPart /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:9914:30
      1    0.0%    0.0%  LazyCompile: *isIdentifier /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:26327:26
      1    0.0%    0.0%  LazyCompile: *isFunctionLikeDeclaration /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:12579:39
      1    0.0%    0.0%  LazyCompile: *isExpressionKind /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:12888:30
      1    0.0%    0.0%  LazyCompile: *isExpression /Users/tbryant/Projects/nstrumenta/examples/node-sfu/node_modules/typescript/lib/typescript.js:12884:26
